Name	MarketCap	IPOyear	Sector	Industry	CapBucket_Label
Toyota Motor Corp Ltd Ord	1.67025e+11		Capital Goods	Auto Manufacturing	Large
TPG Pace Energy Holdings Corp.	158889250.0	2017.0	Finance	Business Services	Micro
TPG Pace Holdings Corp.	550875000.0	2017.0	Finance	Business Services	Small
TPG RE Finance Trust, Inc.	1222597431.0	2017.0	Consumer Services	Real Estate Investment Trusts	Small
TPG Specialty Lending, Inc.	1254320899.0	2014.0	n/a	n/a	Small
TransAlta Corporation	1756211149.0		Public Utilities	Electric Utilities: Central	Small
TransCanada Corporation	43711350150.0		Public Utilities	Natural Gas Distribution	Large
Transcontinental Realty Investors, Inc.	185078193.4		Consumer Services	Real Estate Investment Trusts	Micro
Transdigm Group Incorporated	14353781756.0	2006.0	Capital Goods	Military/Government/Technical	Large
TransMontaigne Partners L.P.	716751969.7	2005.0	Energy	Natural Gas Distribution	Small
Transocean Ltd.	3168595317.0		Energy	Oil & Gas Production	Mid
Transportadora De Gas Sa Ord B	2772788527.0		Public Utilities	Natural Gas Distribution	Mid
TransUnion	8600705982.0	2015.0	Finance	Finance: Consumer Services	Mid
Travelport Worldwide Limited	1856899977.0	2014.0	Consumer Services	Transportation Services	Small
Trecora Resources	300148397.9		Energy	Integrated oil Companies	Small
Tredegar Corporation	536740587.5		Capital Goods	Metal Fabrications	Small
Treehouse Foods, Inc.	3785865659.0		Consumer Non-Durables	Packaged Foods	Mid
Tremor Video, Inc.	172146825.4	2013.0	Technology	Advertising	Micro
Trex Company, Inc.	2267503754.0		Basic Industries	Forest Products	Mid
Tri Continental Corporation	1415556591.0		n/a	n/a	Small
TRI Pointe Group, Inc.	1887189673.0	2013.0	Capital Goods	Homebuilding	Small
Triangle Capital Corporation	662232498.4	2007.0	n/a	n/a	Small
Tribune Media Company	3538525177.0	2014.0	Consumer Services	Broadcasting	Mid
TriNet Group, Inc.	2456256435.0	2014.0	Miscellaneous	Business Services	Mid
Trinity Industries, Inc.	4346357972.0		Capital Goods	Railroads	Mid
Trinseo S.A.	2902146784.0	2014.0	Basic Industries	Major Chemicals	Mid
TriplePoint Venture Growth BDC Corp.	218006871.8	2014.0	n/a	n/a	Micro
Triple-S Management Corporation	598905881.0	2007.0	Finance	Accident &Health Insurance	Small
Triton International Limited	1239299249.0	2016.0	Technology	Diversified Commercial Services	Small
Triumph Group, Inc.	1315015357.0	1996.0	Capital Goods	Aerospace	Small
Tronox Limited	2399736924.0		Basic Industries	Major Chemicals	Mid
TrueBlue, Inc.	844236159.9		Technology	Professional Services	Small
Tsakos Energy Navigation Ltd	378012626.0	2002.0	Transportation	Marine Transportation	Small
Tupperware Brands Corporation	2944388968.0		Consumer Non-Durables	Plastic Products	Mid
Turkcell Iletisim Hizmetleri AS	8368800000.0		Public Utilities	Telecommunications Equipment	Mid
Turkish Investment Fund, Inc. (The)	44610764.38	1989.0	n/a	n/a	Nano
Turning Point Brands, Inc.	327873391.7	2016.0	Consumer Non-Durables	Tobacco	Small
Turquoise Hill Resources Ltd.	6660760892.0		Basic Industries	Precious Metals	Mid
Tutor Perini Corporation	1274393856.0		Basic Industries	General Bldg Contractors - Nonresidential Bldgs	Small
Twilio Inc.	2686832649.0	2016.0	Technology	Computer Software: Prepackaged Software	Mid
Twitter, Inc.	12492532299.0	2013.0	Technology	Computer Software: Programming, Data Processing	Large
Two Harbors Investments Corp	3545558822.0		Consumer Services	Real Estate Investment Trusts	Mid
Tyler Technologies, Inc.	6348993407.0		Technology	Computer Software: Prepackaged Software	Mid
Tyson Foods, Inc.	22451282158.0		Consumer Non-Durables	Meat/Poultry/Fish	Large
U.S. Bancorp	86298210439.0		Finance	Major Banks	Large
U.S. Physical Therapy, Inc.	717759570.9	1992.0	Health Care	Medical/Nursing Services	Small
U.S. Silica Holdings, Inc.	2229302395.0	2012.0	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Mid
UBS AG	61361431003.0	2014.0	Finance	Major Banks	Large
UGI Corporation	8517855973.0		Public Utilities	Natural Gas Distribution	Mid
Ultrapar Participacoes S.A.	12953110635.0		Public Utilities	Oil/Gas Transmission	Large
UMH Properties, Inc.	533508008.3		Consumer Services	Real Estate Investment Trusts	Small
Under Armour, Inc.	6694202121.0	2016.0	Consumer Non-Durables	Apparel	Mid
Under Armour, Inc.	7157239817.0		Consumer Non-Durables	Apparel	Mid
Unifi, Inc.	564333110.2		Consumer Non-Durables	Textiles	Small
Unifirst Corporation	2820139135.0		Consumer Services	Other Consumer Services	Mid
Unilever NV	1.70174e+11		Basic Industries	Package Goods/Cosmetics	Large
Unilever PLC	1.66195e+11		Basic Industries	Package Goods/Cosmetics	Large
Union Pacific Corporation	83992391616.0		Transportation	Railroads	Large
Unisys Corporation	386094559.1		Technology	EDP Services	Small
Unit Corporation	816568980.5		Energy	Oil & Gas Production	Small
United Continental Holdings, Inc.	18868058750.0		Transportation	Air Freight/Delivery Services	Large
United Dominion Realty Trust, Inc.	10365786310.0		Consumer Services	Real Estate Investment Trusts	Large
United Microelectronics Corporation	6261504000.0		Technology	Semiconductors	Mid
United Parcel Service, Inc.	99560366253.0	1999.0	Transportation	Trucking Freight/Courier Services	Large
United Rentals, Inc.	10076330943.0	1997.0	Technology	Diversified Commercial Services	Large
United States Cellular Corporation	3261537977.0	1988.0	Public Utilities	Telecommunications Equipment	Mid
United States Steel Corporation	4696376541.0		Basic Industries	Steel/Iron Ore	Mid
United Technologies Corporation	95533224847.0		Capital Goods	Aerospace	Large
UnitedHealth Group Incorporated	1.89389e+11		Health Care	Medical Specialities	Large
UNITIL Corporation	701825146.0		Public Utilities	Power Generation	Small
Univar Inc.	3833221028.0	2015.0	Consumer Durables	Specialty Chemicals	Mid
Universal Corporation	1438493796.0		Consumer Services	Farming/Seeds/Milling	Small
Universal Health Realty Income Trust	1015891229.0		Consumer Services	Real Estate Investment Trusts	Small
Universal Health Services, Inc.	10191327357.0		Health Care	Hospital/Nursing Management	Large
UNIVERSAL INSURANCE HOLDINGS INC	785789950.6		Finance	Property-Casualty Insurers	Small
Universal Technical Institute Inc	88633045.72	2003.0	Consumer Services	Other Consumer Services	Micro
Unum Group	10866616468.0		Finance	Accident &Health Insurance	Large
Urban Edge Properties	2675133766.0	2015.0	Finance	Real Estate	Mid
Urstadt Biddle Properties Inc.	805973987.3		Consumer Services	Real Estate Investment Trusts	Small
Urstadt Biddle Properties Inc.	652224404.1		Consumer Services	Real Estate Investment Trusts	Small
US Foods Holding Corp.	6110138771.0	2016.0	Consumer Non-Durables	Food Distributors	Mid
USA Compression Partners, LP	943944213.5	2013.0	Public Utilities	Natural Gas Distribution	Small
USANA Health Sciences, Inc.	1453278673.0		Consumer Durables	Specialty Chemicals	Small
USD Partners LP	295240916.4	2014.0	Transportation	Railroads	Micro
USG Corporation	4318070132.0		Capital Goods	Building Materials	Mid
USLIFE Income Fund, Inc.	1056724297.0		n/a	n/a	Small
V.F. Corporation	24617079166.0		Consumer Non-Durables	Apparel	Large
Vaalco Energy Inc	42990098.86		Energy	Oil & Gas Production	Nano
Vail Resorts, Inc.	8954501927.0	1997.0	Consumer Services	Services-Misc. Amusement & Recreation	Mid
VALE S.A.	55707982950.0		Basic Industries	Precious Metals	Large
Valeant Pharmaceuticals International, Inc.	4581285641.0		Health Care	Major Pharmaceuticals	Mid
Valero Energy Corporation	30214232051.0		Energy	Integrated oil Companies	Large
Valero Energy Partners LP	2948562565.0	2013.0	Energy	Natural Gas Distribution	Mid
Valhi, Inc.	736000959.3		Basic Industries	Major Chemicals	Small
Validus Holdings, Ltd.	3989186172.0	2007.0	Finance	Property-Casualty Insurers	Mid
Valley National Bancorp	2951852426.0		Finance	Major Banks	Mid
Valmont Industries, Inc.	3222596735.0		Capital Goods	Metal Fabrications	Mid
Valvoline Inc.	4326048127.0	2016.0	Basic Industries	Major Chemicals	Mid
Vantiv, Inc.	13983650743.0	2012.0	Miscellaneous	Business Services	Large
Varian Medical Systems, Inc.	9534440851.0		Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	Mid
Vector Group Ltd.	2746069292.0		Consumer Non-Durables	Farming/Seeds/Milling	Mid
Vectren Corporation	5440093865.0		Public Utilities	Natural Gas Distribution	Mid
Vectrus, Inc.	318191070.6	2014.0	Consumer Services	Diversified Commercial Services	Small
Vedanta  Limited	17814653376.0	2013.0	Capital Goods	Metal Fabrications	Large
Veeva Systems Inc.	8083281477.0	2013.0	Technology	Computer Software: Prepackaged Software	Mid
Venator Materials PLC	2161566622.0	2017.0	Basic Industries	Major Chemicals	Mid
Ventas, Inc.	24264511286.0		Consumer Services	Real Estate Investment Trusts	Large
VEREIT Inc.	8144723145.0		Consumer Services	Real Estate Investment Trusts	Mid
Verifone Systems, Inc.	2189746041.0	2005.0	Miscellaneous	Office Equipment/Supplies/Services	Mid
Veritiv Corporation	438035691.6	2014.0	Consumer Services	Paper	Small
Verizon Communications Inc.	1.96301e+11		Public Utilities	Telecommunications Equipment	Large
Vermilion Energy Inc.	3830486524.0		Energy	Oil & Gas Production	Mid
Verso Corporation	180202123.8	2016.0	Basic Industries	Paper	Micro
Versum Materials, Inc.	3916644876.0	2016.0	Basic Industries	Major Chemicals	Mid
Viad Corp	1091896373.0		Miscellaneous	Business Services	Small
Vina Concha Y Toro	1262440106.0	1994.0	Consumer Non-Durables	Beverages (Production/Distribution)	Small
Vince Holding Corp.	23006926.83	2013.0	Consumer Services	Clothing/Shoe/Accessory Stores	Nano
Vipshop Holdings Limited	5470163130.0	2012.0	Consumer Services	Catalog/Specialty Distribution	Mid
Virtus Global Dividend & Income Fund Inc.	320542810.2	1988.0	n/a	n/a	Small
Virtus Global Multi-Sector Income Fund	197079182.4	2012.0	n/a	n/a	Micro
Virtus Total Return Fund Inc.	274474222.5	1986.0	n/a	n/a	Micro
Visa Inc.	2.37206e+11		Miscellaneous	Business Services	Mega
Vishay Intertechnology, Inc.	2566758578.0		Capital Goods	Electrical Products	Mid
Vishay Precision Group, Inc.	279787443.3		Capital Goods	Electrical Products	Micro
Vista Outdoor Inc.	1191715924.0	2015.0	Capital Goods	Ordnance And Accessories	Small
Visteon Corporation	3571978854.0		Capital Goods	Auto Parts:O.E.M.	Mid
Vistra Energy Corp.	7422792828.0		Public Utilities	Electric Utilities: Central	Mid
Vitamin Shoppe, Inc	126086215.6	2009.0	Consumer Non-Durables	Food Chains	Micro
Vivint Solar, Inc.	555155812.6	2014.0	Capital Goods	Building Products	Small
Vmware, Inc.	43816554618.0	2007.0	Technology	Computer Software: Prepackaged Software	Large
VOC Energy Trust	58140000.0	2011.0	Energy	Oil & Gas Production	Micro
Vocera Communications, Inc.	807638442.0	2012.0	Consumer Durables	Telecommunications Equipment	Small
Vonage Holdings Corp.	1850590864.0	2006.0	Public Utilities	Telecommunications Equipment	Small
Vornado Realty Trust	14069672608.0		Consumer Services	Real Estate Investment Trusts	Large
voxeljet AG	72540000.0	2013.0	Capital Goods	Industrial Machinery/Components	Micro
Voya Asia Pacific High Dividend Equity Income Fund	127330780.5	2007.0	n/a	n/a	Micro
Voya Emerging Markets High Income Dividend Equity Fund	178092252.0	2011.0	n/a	n/a	Micro
Voya Financial, Inc.	6897001294.0	2013.0	Finance	Life Insurance	Mid
Voya Global Advantage and Premium Opportunity Fund	200169239.4	2005.0	n/a	n/a	Micro
Voya Global Equity Dividend and Premium Opportunity Fund	762057754.9	2005.0	n/a	n/a	Small
Voya Infrastructure, Industrials and Materials Fund	289180185.0	2010.0	n/a	n/a	Micro
Voya International High Dividend Equity Income Fund	60724734.16	2007.0	n/a	n/a	Micro
Voya Natural Resources Equity Income Fund	135355928.2		n/a	n/a	Micro
Voya Prime Rate Trust	767018116.3		n/a	n/a	Small
VTTI Energy Partners LP	889263725.0	2014.0	Energy	Oil Refining/Marketing	Small
Vulcan Materials Company	16119030891.0		Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	Large
W&T Offshore, Inc.	263239531.0	2005.0	Energy	Oil & Gas Production	Micro
W.P. Carey Inc.	7268662528.0		Consumer Services	Real Estate Investment Trusts	Mid
W.R. Berkley Corporation	7987305986.0		Finance	Property-Casualty Insurers	Mid
W.R. Grace & Co.	4791579471.0		Basic Industries	Major Chemicals	Mid
W.W. Grainger, Inc.	9209739038.0		Consumer Services	Office Equipment/Supplies/Services	Mid
Wabash National Corporation	1240500681.0	1991.0	Capital Goods	Construction/Ag Equipment/Trucks	Small
Wabco Holdings Inc.	7502462273.0		Capital Goods	Auto Manufacturing	Mid
Waddell & Reed Financial, Inc.	1538080895.0	1998.0	Finance	Investment Bankers/Brokers/Service	Small
WageWorks, Inc.	2322468837.0	2012.0	Miscellaneous	Business Services	Mid
Walker & Dunlop, Inc.	1465476327.0	2010.0	Finance	Finance: Consumer Services	Small
Wal-Mart Stores, Inc.	2.36759e+11		Consumer Services	Department/Specialty Retail Stores	Mega
Walt Disney Company (The)	1.58778e+11		Consumer Services	Television Services	Large
Walter Investment Management Corp.	16115008.33		Finance	Finance: Consumer Services	Nano
Warrior Met Coal, Inc.	1441406526.0	2017.0	Energy	Coal Mining	Small
Washington Prime Group Inc.	1564137141.0	2014.0	Consumer Services	Real Estate Investment Trusts	Small
Washington Real Estate Investment Trust	2507048421.0		n/a	n/a	Mid
Waste Connections, Inc.	17349906351.0		Public Utilities	Environmental Services	Large
Waste Management, Inc.	33860755580.0		Public Utilities	Environmental Services	Large
Waters Corporation	14452855584.0	1995.0	Capital Goods	Biotechnology: Laboratory Analytical Instruments	Large
Watsco, Inc.	5201047390.0		Consumer Durables	Industrial Machinery/Components	Mid
Watts Water Technologies, Inc.	2097466131.0	1986.0	Capital Goods	Metal Fabrications	Mid
Wayfair Inc.	6083044914.0	2014.0	Consumer Services	Catalog/Specialty Distribution	Mid
Weatherford International plc	3748442836.0		Energy	Metal Fabrications	Mid
Webster Financial Corporation	4325705017.0		Finance	Major Banks	Mid
WEC Energy Group, Inc.	20547190538.0		Public Utilities	Power Generation	Large
Weight Watchers International Inc	3050849560.0	2001.0	Consumer Services	Other Consumer Services	Mid
Weingarten Realty Investors	4084981892.0		Consumer Services	Real Estate Investment Trusts	Mid
Weis Markets, Inc.	1182455554.0		Consumer Services	Food Chains	Small
Welbilt, Inc.	2776447437.0	2016.0	Technology	Industrial Machinery/Components	Mid
WellCare Health Plans, Inc.	7561570641.0	2004.0	Health Care	Medical Specialities	Mid
Wells Fargo & Company	2.54948e+11		Finance	Major Banks	Mega
Wells Fargo Global Dividend Opportunity Fund	290774828.8	2007.0	n/a	n/a	Micro
Welltower Inc.	26747393449.0		Consumer Services	Real Estate Investment Trusts	Large
Wesco Aircraft Holdings, Inc.	816550776.6	2011.0	Capital Goods	Wholesale Distributors	Small
WESCO International, Inc.	2403455867.0	1999.0	Consumer Non-Durables	Telecommunications Equipment	Mid
West Pharmaceutical Services, Inc.	6359030872.0		Basic Industries	Specialty Chemicals	Mid
Westar Energy, Inc.	7285129643.0		Public Utilities	Power Generation	Mid
Western Alliance Bancorporation	5090020813.0	2005.0	Finance	Major Banks	Mid
Western Asset Bond Fund	169880782.5	2002.0	n/a	n/a	Micro
Western Asset Corporate Loan Fund Inc	106943231.1	1998.0	n/a	n/a	Micro
Western Asset Emerging Markets Debt Fund Inc	947637787.2		n/a	n/a	Small
Western Asset Global Corporate Defined Opportunity Fund Inc.	270871990.2	2009.0	n/a	n/a	Micro
Western Asset Global High Income Fund Inc	458755603.8	2003.0	n/a	n/a	Small
Western Asset High Income Fund II Inc.	615495531.8	1998.0	n/a	n/a	Small
Western Asset High Income Opportunity Fund, Inc.	659084276.1		n/a	n/a	Small
Western Asset High Yield Defined Opportunity Fund Inc.	348585561.0	2010.0	n/a	n/a	Small
Western Asset Investment Grade Defined Opportunity Trust Inc.	235895889.1	2009.0	n/a	n/a	Micro
Western Asset Managed Municipals Fund, Inc.	612100799.8	1992.0	n/a	n/a	Small
Western Asset Mortgage Capital Corporation	436804326.4	2012.0	Consumer Services	Real Estate Investment Trusts	Small
Western Asset Mortgage Defined Opportunity Fund Inc	274675501.3	2010.0	n/a	n/a	Micro
Western Asset Municipal Defined Opportunity Trust Inc	277533065.4	2009.0	n/a	n/a	Micro
Western Asset Municipal High Income Fund, Inc.	162895993.0	1988.0	n/a	n/a	Micro
Western Asset Municipal Partners Fund, Inc.	154241529.8	1993.0	n/a	n/a	Micro
Western Asset Variable Rate Strategic Fund Inc.	80156548.19	2004.0	n/a	n/a	Micro
Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2	686485983.5	2004.0	n/a	n/a	Small
Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd	335257441.5	2003.0	n/a	n/a	Small
Western Gas Equity Partners, LP	8685077703.0	2012.0	Public Utilities	Natural Gas Distribution	Mid
Western Gas Partners, LP	8225934794.0	2008.0	Public Utilities	Natural Gas Distribution	Mid
Western Refining Logistics, LP	1531684278.0	2013.0	Energy	Natural Gas Distribution	Small
Western Union Company (The)	8783423135.0		Miscellaneous	Business Services	Mid
Westinghouse Air Brake Technologies Corporation	6759224476.0		Capital Goods	Railroads	Mid
Westlake Chemical Corporation	9854668893.0	2004.0	Basic Industries	Major Chemicals	Mid
Westlake Chemical Partners LP	646727547.0	2014.0	Basic Industries	Major Chemicals	Small
Westmoreland Resource Partners, LP	3726036.0	2015.0	Energy	Coal Mining	Nano
Westpac Banking Corporation	82806398017.0		Finance	Commercial Banks	Large
Westrock Company	14259589586.0	2015.0	Consumer Durables	Containers/Packaging	Large
Westwood Holdings Group Inc	530850985.5		Finance	Investment Managers	Small
WEX Inc.	4619943746.0		Miscellaneous	Business Services	Mid
